col_1,col_2,col_3,col_4
,,김유진,(미소 지으며) 고마워. 가끔 어떻게 표현해야 할지 고민이 돼. 주인공 씨의 의견도 들어보고 싶어.
,,주인공,(따뜻하게) 물론이지! 내가 느끼는 감정을 이야기해볼게. 그걸 그림에 녹여보는 건 어때?
,,김유진,(살짝 웃으며) 좋은 생각이야. 주인공 씨의 이야기를 들어보고 싶어.
,,,"(주인공이 김유진에게 자신의 감정을 이야기하고, 김유진은 그 이야기를 그림으로 표현한다.)"
,,주인공,(생각하며) 나는 풍경 속에서 느끼는 평온함을 중요하게 생각해. 그 감정을 담아서 그려보면 어떨까?
,,김유진,"(고개를 끄덕이며) 그래, 그 감정을 담아서 이렇게 그려볼게. (스케치북에 그림을 그리며) 평온함을 담은 운동장의 모습을..."
,,주인공,"(미소 지으며) 유진 씨, 정말 멋진 그림이 될 것 같아. 함께 작업하니 더 즐거워."
,,김유진,(감사한 마음으로) 나도 주인공 씨와 함께 작업해서 정말 기뻐. 좋은 그림을 그릴 수 있을 것 같아.
,,주인공,(따뜻하게) 유진 씨는 정말 잘할 수 있어. 앞으로도 계속 응원할게. 화이팅!
,,김유진,"(조용히) 고마워, 주인공 씨. 네 덕분에 힘이 나. 우리 함께 멋진 그림을 완성해보자."
[3:0706:006],,,
,e203,주인공,"(밝게) 안녕, 유진 씨! 책 읽고 있었구나?"
,,김유진,"(조용히) 어, 안녕. 오늘은 조금 여유롭게 책을 읽고 있어. 주인공 씨도 같이 읽을래?"
,,주인공,(호기심 가득) 좋아! 나도 책 읽는 거 좋아해. 어떤 책을 읽고 있어?
,,김유진,(부드럽게) 요즘 철학책에 빠져 있어. 삶에 대한 깊은 생각을 할 수 있어서 좋아. 주인공 씨는 어떤 책 좋아해?
,,주인공,(긍정적으로) 나도 철학책 좋아해. 삶에 대한 깊은 생각을 하게 되니까. 유진 씨가 추천하는 책 읽어보고 싶어.
,,,(김유진이 주인공에게 책을 건네며 함께 읽기 시작한다.)
,,김유진,(책을 읽으며) 이 부분이 정말 인상 깊어. 삶에 대한 철학적인 질문이 많아서 생각이 많아지더라.
,,주인공,(책을 읽으며) 정말 흥미로운 내용이네. 유진 씨가 이런 책을 읽고 있는 걸 보니 더 존경스러워.
,,김유진,(미소 지으며) 고마워. 주인공 씨도 항상 깊은 생각을 하는 것 같아서 좋아. 우리 같이 이런 책 많이 읽자.
,,주인공,"(따뜻하게) 그래, 같이 읽으면서 서로의 생각을 나누면 좋을 것 같아."
,,,(김유진과 주인공이 함께 책을 읽으며 대화를 나눈다.)
,,김유진,"(책을 읽으며) 주인공 씨, 삶에 대한 철학적인 질문을 하면 어떤 생각이 들어?"
,,주인공,"(생각하며) 나는 삶의 의미에 대해 많이 생각해. 무엇이 나를 행복하게 만드는지, 어떻게 살아야 할지. 유진 씨는 어떤 생각을 해?"
,,김유진,(조용히) 나도 비슷해. 삶의 의미와 내가 해야 할 일에 대해 많이 고민해. 주인공 씨와 이런 이야기를 나누니까 더 깊은 생각을 하게 돼.
,,주인공,(미소 지으며) 유진 씨와의 대화가 정말 좋아. 서로의 생각을 나누면서 더 성장할 수 있을 것 같아.
,,김유진,(감사한 마음으로) 나도 주인공 씨 덕분에 많이 배워. 앞으로도 계속 같이 이야기 나누자.
,,주인공,"(따뜻하게) 그래, 유진 씨와 함께라면 더 많은 것을 배울 수 있을 것 같아."
[4:0708:002],,,
,e204,주인공,"(밝게) 안녕, 유진 씨! 피아노 연습 중이구나?"
,,김유진,"(조용히) 어, 안녕. 오늘은 피아노 연습 좀 하려고 했어. 주인공 씨도 같이 할래?"
,,주인공,(호기심 가득) 좋아! 나도 피아노 연주에 관심이 많아. 어떤 곡을 연습 중이야?
,,김유진,(부드럽게) 내가 좋아하는 클래식 곡이야. 피아노로 연주하면 정말 감미롭거든. 같이 연주해볼래?
,,주인공,(긍정적으로) 물론이지! 그럼 내가 반주를 맞춰볼게.
,,,(김유진과 주인공이 함께 피아노를 연주하기 시작한다.)
,,김유진,"(연주하며) 이 부분이 조금 어려운데, 주인공 씨랑 같이 하면 더 잘할 수 있을 것 같아."
,,주인공,(리듬을 맞추며) 정말 멋져! 유진 씨는 피아노를 정말 잘 치는 것 같아.
,,김유진,(미소 지으며) 고마워! 주인공 씨 덕분에 연습이 더 재미있어졌어. 한 번 더 해볼까?
,,주인공,(긍정적으로) 좋아! 이번엔 좀 더 감정을 담아서 연주해보자.
,,,(김유진과 주인공이 다시 피아노를 연주하며 감정을 담아 연습한다.)
,,김유진,(연주를 마치며) 오늘 연습 정말 좋았어. 주인공 씨 덕분에 많이 나아진 것 같아.
,,주인공,(미소 지으며) 나도 유진 씨 덕분에 즐거운 시간이었어. 다음에도 같이 연습하자.
,,김유진,(활기차게) 물론이지! 다음에도 같이 해서 더 좋은 연주를 만들어보자.
,,주인공,"(긍정적으로) 그래, 기대할게. 유진 씨와 함께라면 뭐든지 할 수 있을 것 같아."
,,김유진,(미소 지으며) 나도 주인공 씨와 함께라면 뭐든지 가능할 것 같아. 
,,김유진,그럼 이따가 다 같이 음료수 한 잔 하러 가자. 연습 후엔 시원한 음료가 최고거든.
,,주인공,"(웃으며) 좋아, 그럼 이따가 봐!"
[5:0709:006],,,
,e201,주인공,"(밝게) 안녕, 유진 씨! 여기서 작곡 작업 중이구나?"
,,김유진,"(조용히) 어, 안녕. 오늘은 카페에서 좀 더 편안하게 작곡해보려고 했어. 주인공 씨도 같이 할래?"
,,주인공,(호기심 가득) 좋아! 나도 작곡에 관심이 많아. 어떤 곡을 만들고 있어?
,,김유진,(부드럽게) 요즘 느끼는 감정을 담은 발라드 곡이야. 좀 더 솔직하게 표현해보고 싶어.
,,주인공,(긍정적으로) 멋지다! 유진 씨가 만든 곡은 항상 감동적이야. 어려운 점은 없었어?
,,김유진,(미소 지으며) 고마워. 가끔 어떻게 멜로디를 구성해야 할지 고민이 돼. 주인공 씨의 의견도 들어보고 싶어.
,,주인공,(따뜻하게) 물론이지! 내가 느끼는 감정을 이야기해볼게. 그걸 곡에 녹여보는 건 어때?
,,김유진,(살짝 웃으며) 좋은 생각이야. 주인공 씨의 이야기를 들어보고 싶어.
,,,"(주인공이 김유진에게 자신의 감정을 이야기하고, 김유진은 그 이야기를 곡으로 표현한다.)"
,,주인공,(생각하며) 나는 사랑과 우정이 교차하는 순간을 중요하게 생각해. 그 감정을 담아서 멜로디를 만들어보면 어떨까?
,,김유진,"(고개를 끄덕이며) 그래, 그 감정을 담아서 이렇게 만들어볼게. (노트북에 멜로디를 입력하며) 사랑과 우정이 교차하는 순간의 느낌을..."
,,주인공,"(미소 지으며) 유진 씨, 정말 멋진 곡이 될 것 같아. 함께 작업하니 더 즐거워."
,,김유진,(감사한 마음으로) 나도 주인공 씨와 함께 작업해서 정말 기뻐. 좋은 곡을 만들 수 있을 것 같아.
,,주인공,(따뜻하게) 유진 씨는 정말 잘할 수 있어. 앞으로도 계속 응원할게. 화이팅!
,,김유진,"(조용히) 고마워, 주인공 씨. 네 덕분에 힘이 나. 우리 함께 좋은 곡 만들어보자."
[6:0710:004],,,
,e205,주인공,"(밝게) 안녕, 유진 씨! 팬미팅 준비 중이구나?"
,,김유진,"(조용히) 어, 안녕. 팬미팅 준비를 좀 더 세심하게 하고 있어. 주인공 씨도 도와줄래?"
,,주인공,(호기심 가득) 물론이지! 뭐부터 도와주면 될까?
,,김유진,"(부드럽게) 음, 여기 장식을 좀 도와줘. 팬들이 좋아할 만한 곳에 붙여줘야 해."
,,주인공,(긍정적으로) 알겠어. 그럼 이쪽에 붙이면 어때?
,,김유진,"(미소 지으며) 완벽해. 주인공 씨, 센스가 정말 좋네. 그럼 이제 테이블 세팅을 도와줄래?"
,,주인공,"(열심히 세팅하며) 좋아, 유진 씨는 정말 꼼꼼하게 준비하네. 팬들이 정말 좋아할 거야."
,,김유진,"(활기차게) 팬들이 와주시는 게 정말 고맙고, 그분들을 위해 뭐든지 하고 싶어. 주인공 씨도 팬미팅 기대돼?"
,,주인공,"(웃으며) 응, 정말 기대돼. 유진 씨가 준비한 만큼 팬들도 즐거워할 거야."
,,,(김유진과 주인공이 함께 팬미팅 장소를 꾸미며 대화를 나눈다.)
,,김유진,"(진지하게) 주인공 씨, 팬미팅 때 어떤 이벤트를 하면 좋을까? 팬들과 더 가까워지고 싶어."
,,주인공,"(생각하며) 팬들과 함께하는 게임이나, Q&A 시간을 가지면 좋을 것 같아. 유진 씨의 진솔한 이야기를 들려주면 팬들이 정말 좋아할 거야."
,,김유진,(신나게) 좋은 생각이야! 그럼 팬들과 함께할 게임을 준비해볼게. Q&A 시간도 꼭 넣어야겠다.
,,주인공,"(긍정적으로) 맞아, 팬들은 유진 씨의 이야기를 듣고 싶어 할 거야. 나도 기대돼."
,,김유진,"(감사한 마음으로) 정말 고마워, 주인공 씨. 네 덕분에 좋은 아이디어를 많이 얻었어. 우리 함께 준비해서 멋진 팬미팅을 만들어보자."
,,주인공,"(미소 지으며) 그래, 유진 씨와 함께 준비해서 정말 즐거워. 팬들도 분명 좋아할 거야."
,,김유진,(활기차게) 나도! 그럼 이따가 다 같이 음료수 한 잔 하러 가자. 팬미팅 준비를 마친 후엔 시원한 음료가 최고거든.
,,주인공,"(웃으며) 좋아, 그럼 이따가 봐!"
[7:0711:001],,,
,e206,주인공,"(밝게) 안녕, 유진 씨! 오늘은 무대 공포증 극복 훈련 중이구나?"
,,김유진,"(조용히) 어, 안녕. 무대에 서면 가끔 긴장해서... 연습을 좀 더 하려고 해. 주인공 씨도 같이 해볼래?"
,,주인공,(호기심 가득) 물론이지! 내가 도와줄게. 어떤 방법으로 연습 중이야?
,,김유진,(부드럽게) 오늘은 거울을 보면서 자신감을 키우는 연습을 하고 있어. 자기 자신을 긍정적으로 바라보는 게 중요하다고 하더라고.
,,주인공,"(긍정적으로) 맞아, 긍정적인 마인드가 중요하지. 그럼 내가 응원해줄게. 시작해볼까?"
,,,"(김유진이 거울 앞에서 연습을 시작하고, 주인공은 그를 응원하며 지켜본다.)"
,,김유진,"(거울을 보며) 김유진, 넌 할 수 있어. 무대에서도 네 자신을 믿어야 해."
,,주인공,"(미소 지으며) 유진 씨, 정말 멋지다! 자기 자신을 믿는 게 가장 중요한 것 같아."
,,김유진,"(조용히) 고마워, 주인공 씨. 네가 옆에 있어서 더 용기가 나. 한 번 더 해볼게."
,,,(김유진이 다시 거울을 보며 연습을 이어간다.)
,,김유진,"(거울을 보며) 김유진, 넌 할 수 있어. 무대에서 빛나는 네 모습을 상상해봐."
,,주인공,"(따뜻하게) 유진 씨, 정말 잘하고 있어. 무대에서도 분명 잘할 거야. 자신감을 가져."
,,김유진,"(활기차게) 고마워, 주인공 씨. 네 응원이 정말 큰 힘이 돼. 이제 무대 공포증도 극복할 수 있을 것 같아."
,,주인공,"(긍정적으로) 그래, 유진 씨라면 분명 할 수 있어. 앞으로도 계속 같이 연습하자."
,,김유진,(미소 지으며) 물론이지! 주인공 씨와 함께라면 뭐든지 할 수 있을 것 같아. 그럼 이따가 다 같이 음료수 한 잔 하러 가자. 연습 후엔 시원한 음료가 최고거든.
,,주인공,"(웃으며) 좋아, 그럼 이따가 봐!"
[8:0713:006],,,
,e207,주인공,"(밝게) 안녕, 유진 씨! 여기서 뭐하고 있어?"
,,김유진,"(조용히) 어, 안녕. 그냥 쉬면서 음료 한 잔 마시고 있었어. 주인공 씨도 한 잔 할래?"
,,주인공,"(호기심 가득) 좋아, 나도 음료 한 잔 마시고 싶어. 뭐 마시고 있어?"
,,김유진,(부드럽게) 난 아이스 라떼 마시고 있어. 주인공 씨도 한 잔 시켜봐. 여기 커피가 정말 맛있거든.
,,주인공,(긍정적으로) 그럼 나도 아이스 라떼로 할게. (음료를 주문하며) 유진 씨는 요즘 어떻게 지내?
,,김유진,"(미소 지으며) 요즘 연습도 하고, 팬미팅 준비도 하느라 바빴어. 그래도 주인공 씨랑 함께해서 즐거웠어."
,,주인공,(따뜻하게) 나도 유진 씨 덕분에 많은 걸 배우고 있어. 유진 씨는 항상 열심히 하잖아.
,,김유진,(활기차게) 고마워! 주인공 씨도 항상 최선을 다하는 모습이 정말 멋져. 우리 서로 힘내자.
,,,(주인공과 김유진이 음료를 마시며 대화를 나눈다.)
,,주인공,(호기심 가득) 유진 씨는 어떤 취미가 있어?
,,김유진,(조용히) 난 그림 그리는 걸 정말 좋아해. 마음을 차분하게 만들어주거든. 주인공 씨는 어떤 취미가 있어?
,,주인공,(긍정적으로) 나도 그림 그리는 걸 좋아해. 함께 그림 그리면 정말 재미있을 것 같아.
,,김유진,"(미소 지으며) 맞아, 같이 그림 그리면 더 재미있을 것 같아. 다음에 같이 해보자."
,,주인공,"(따뜻하게) 그래, 같이 그림 그리자. 유진 씨와 함께해서 정말 기뻐."
,,김유진,(조용히) 나도 주인공 씨 덕분에 좋은 시간을 보내고 있어. 우리 앞으로도 계속 함께하자.
,,주인공,"(미소 지으며) 그래, 앞으로도 계속 같이하자. 유진 씨와 함께해서 정말 기뻐."
[9:0714:001],,,
,e208,주인공,"(밝게) 안녕, 유진 씨! 기타 연습 중이구나?"
,,김유진,"(조용히) 어, 안녕. 오늘은 기타 연습 좀 하려고 해. 주인공 씨도 같이 할래?"
,,주인공,(호기심 가득) 좋아! 나도 기타 연주에 관심이 많아. 어떤 곡을 연습 중이야?
,,김유진,(부드럽게) 내가 좋아하는 포크송이야. 기타로 연주하면 정말 감미롭거든. 같이 연주해볼래?
,,주인공,(긍정적으로) 물론이지! 그럼 내가 반주를 맞춰볼게.
,,,(김유진과 주인공이 함께 기타를 연주하기 시작한다.)
,,김유진,"(연주하며) 이 부분이 조금 어려운데, 주인공 씨랑 같이 하면 더 잘할 수 있을 것 같아."
,,주인공,(리듬을 맞추며) 정말 멋져! 유진 씨는 기타를 정말 잘 치는 것 같아.
,,김유진,(미소 지으며) 고마워! 주인공 씨 덕분에 연습이 더 재미있어졌어. 한 번 더 해볼까?
,,주인공,(긍정적으로) 좋아! 이번엔 좀 더 감정을 담아서 연주해보자.
,,,(김유진과 주인공이 다시 기타를 연주하며 감정을 담아 연습한다.)
,,김유진,(연주를 마치며) 오늘 연습 정말 좋았어. 주인공 씨 덕분에 많이 나아진 것 같아.
,,주인공,(미소 지으며) 나도 유진 씨 덕분에 즐거운 시간이었어. 다음에도 같이 연습하자.
,,김유진,(활기차게) 물론이지! 다음에도 같이 해서 더 좋은 연주를 만들어보자.
,,주인공,"(긍정적으로) 그래, 기대할게. 유진 씨와 함께라면 뭐든지 할 수 있을 것 같아."
,,김유진,(미소 지으며) 나도 주인공 씨와 함께라면 뭐든지 가능할 것 같아. 그럼 이따가 다 같이 음료수 한 잔 하러 가자. 연습 후엔 시원한 음료가 최고거든.
,,주인공,"(웃으며) 좋아, 그럼 이따가 봐!"
[10:0716:004],,,
,e209,주인공,"(밝게) 안녕, 유진 씨! 팬미팅 잘 진행되고 있나요?"
,,김유진,"(조용히) 어, 안녕. 팬들과 함께 이야기 나누고 있어. 정말 즐거운 시간이야. 주인공 씨도 함께해줄래?"
,,주인공,(호기심 가득) 물론이지! 어떤 이야기를 나누고 있어?
,,김유진,(부드럽게) 팬들이 나에게 궁금한 것들을 물어보고 있어. 나도 팬들의 이야기를 듣고 있고.
,,팬1,"(활발하게) 유진 씨, 연습할 때 가장 힘들었던 순간은 언제였나요?"
,,김유진,"(생각하며) 음, 가장 힘들었던 순간은 무대 공포증을 극복하려고 연습할 때였어. 하지만 그 과정을 통해 많은 것을 배웠지."
,,팬2,"(호기심 가득) 유진 씨, 작곡할 때 가장 영감을 많이 받는 순간은 언제인가요?"
,,김유진,(부드럽게) 나는 자연 속에 있을 때 많은 영감을 받아. 그 순간들이 나에게 큰 힐링이 되거든.
,,주인공,"(미소 지으며) 유진 씨, 팬들이 정말 많이 사랑해주시는 것 같아요. 함께 이야기 나누는 시간이 정말 소중해 보이네요."
,,김유진,"(감사한 마음으로) 맞아, 주인공 씨. 팬들과 함께하는 시간이 나에게도 큰 힘이 돼."
,,팬3,"(활발하게) 주인공 씨, 안녕하세요! 유진 씨와 함께 작업하시면서 가장 인상 깊었던 순간은 언제인가요?"
,,주인공,(생각하며) 저는 유진 씨가 무대 공포증을 극복하기 위해 연습했던 모습이 가장 인상 깊었어요. 정말 많은 노력을 하셨거든요.
,,김유진,(조용히) 주인공 씨가 항상 응원해 주셔서 큰 힘이 됐어요. 그 덕분에 무대에서도 자신감을 가질 수 있었어요.
,,주인공,"(따뜻하게) 감사해요, 유진 씨. 저도 유진 씨의 열정을 보면서 많이 배웠어요. 앞으로도 함께 열심히 해요."
,,팬1,(활발하게) 두 분의 우정이 정말 멋져요! 앞으로도 좋은 모습 기대할게요!
,,김유진,(감사한 마음으로) 정말 감사합니다. 여러분 덕분에 힘이 나요. 앞으로도 열심히 할게요.
,,주인공,(미소 지으며) 저도 여러분의 응원에 감사드려요. 앞으로도 좋은 모습 보여드릴게요.
[11:0717:002],,,
,e211,주인공,"(밝게) 안녕, 유진 씨! 보컬 트레이닝 중이구나?"
,,김유진,"(조용히) 어, 안녕. 오늘은 발성 연습을 좀 더 집중해서 하고 있어. 주인공 씨도 들어봐줄래?"
,,주인공,(호기심 가득) 물론이지! 어떤 곡을 연습 중이야?
,,김유진,(부드럽게) 오늘은 발라드 곡을 연습 중이야. 감정을 잘 담아서 부르고 싶어.
,,주인공,(긍정적으로) 기대돼! 그럼 한 번 불러봐.
,,,"(김유진이 마이크 앞에서 노래를 부르기 시작하고, 주인공은 그 노래를 집중해서 듣는다.)"
,,김유진,"(노래를 마치며) 어때, 주인공 씨? 어떤 점을 고치면 좋을까?"
,,주인공,"(감탄하며) 정말 감동적이었어, 유진 씨. 감정이 잘 전달됐어. "
,,주인공,그런데 몇 군데 음정이 살짝 불안한 부분이 있었어. 그 부분만 조금 더 연습하면 완벽할 것 같아.
,,김유진,(미소 지으며) 고마워! 피드백 정말 고마워. 그럼 그 부분을 다시 연습해볼게.
,,주인공,"(따뜻하게) 그래, 나도 옆에서 응원할게. 유진 씨는 정말 잘하고 있어."
,,김유진,"(활기차게) 고마워, 주인공 씨! 나도 열심히 해서 더 좋은 모습 보여줄게."
,,,(김유진이 주인공의 피드백을 반영해 다시 노래를 연습한다.)
,,김유진,"(다시 노래를 부르며) 이번엔 어때, 주인공 씨?"
,,주인공,"(미소 지으며) 훨씬 좋아졌어, 유진 씨. 정말 잘했어. 이제 거의 완벽해."
,,김유진,(활기차게) 정말? 주인공 씨 덕분에 많이 나아진 것 같아. 고마워!
,,주인공,"(따뜻하게) 나도 고마워, 유진 씨. 함께 연습해서 정말 즐거웠어."
,,김유진,(활기차게) 나도! 우리 앞으로도 같이 연습하자. 주인공 씨랑 함께하면 더 열심히 할 수 있을 것 같아.
,,주인공,"(긍정적으로) 그래, 앞으로도 같이 열심히 하자. 유진 씨와 함께해서 정말 기뻐."
,,김유진,(미소 지으며) 나도! 그럼 이따가 다 같이 음료수 한 잔 하러 가자. 연습 후엔 시원한 음료가 최고거든.
,,주인공,"(웃으며) 좋아, 그럼 이따가 봐!"
[12:0718:003],,,
,e210,주인공,"(밝게) 안녕, 유진 씨! 요리 중이구나?"
,,김유진,"(조용히) 어, 안녕. 오늘은 간단한 요리를 해보려고 해. 주인공 씨도 같이 할래?"
,,주인공,(호기심 가득) 좋아! 나도 요리하는 거 좋아해. 어떤 요리를 만들고 있어?
,,김유진,(부드럽게) 오늘은 오믈렛을 만들어볼까 해. 간단하면서도 맛있거든. 주인공 씨는 어떤 요리 잘해?
,,주인공,(긍정적으로) 나도 오믈렛 좋아해! 같이 만들어보자.
,,,(김유진과 주인공이 함께 요리를 시작한다.)
,,김유진,"(재료를 손질하며) 주인공 씨, 계란을 잘 풀어서 준비해줘. 내가 채소를 준비할게."
,,주인공,(계란을 준비하며) 좋아! 유진 씨는 요리 정말 잘하는 것 같아.
,,김유진,(미소 지으며) 고마워. 주인공 씨도 요리를 잘하는 것 같네. 같이 하면 더 재미있어.
,,주인공,"(긍정적으로) 맞아, 같이 요리하면 더 재미있고, 맛도 좋을 것 같아."
,,,(김유진과 주인공이 함께 요리를 계속한다.)
,,김유진,(채소를 볶으며) 거의 다 됐어. 이제 계란을 부어줘.
,,주인공,(계란을 붓고) 이렇게 맞아?
,,김유진,(미소 지으며) 맞아! 정말 잘하고 있어. 이제 오믈렛을 접어주면 돼.
,,,(김유진과 주인공이 함께 오믈렛을 완성한다.)
,,김유진,(완성된 오믈렛을 보며) 정말 맛있어 보인다! 주인공 씨 덕분에 성공적으로 만든 것 같아.
,,주인공,(미소 지으며) 나도 유진 씨 덕분에 즐거운 시간이었어. 다음에도 같이 요리하자.
,,김유진,(활기차게) 물론이지! 다음에도 같이 해서 더 맛있는 요리를 만들어보자.
,,주인공,"(긍정적으로) 그래, 기대할게. 유진 씨와 함께라면 뭐든지 할 수 있을 것 같아."
,,김유진,(미소 지으며) 나도 주인공 씨와 함께라면 뭐든지 가능할 것 같아. 그럼 이따가 다 같이 음료수 한 잔 하러 가자. 요리 후엔 시원한 음료가 최고거든.
,,주인공,"(웃으며) 좋아, 그럼 이따가 봐!"
[13:0720:008],,,
,e212,주인공,"(밝게) 안녕, 유진 씨! 여기서 공부 중이구나?"
,,김유진,"(조용히) 어, 안녕. 요즘 시험 준비 때문에 공부를 좀 더 열심히 하고 있어. 주인공 씨도 같이 할래?"
,,주인공,(호기심 가득) 좋아! 나도 같이 공부할게. 어떤 과목 공부 중이야?
,,김유진,(부드럽게) 오늘은 국어 공부하고 있어. 시험도 준비해야 하니까. 주인공 씨는 어떤 과목 공부할 거야?
,,주인공,(긍정적으로) 난 수학 공부 좀 해야 할 것 같아. 그럼 같이 열심히 해보자.
,,,(김유진과 주인공이 함께 책상에 앉아 공부를 시작한다.)
,,김유진,(책을 넘기며) 국어 단어가 참 어렵네. 주인공 씨는 국어 잘해?
,,주인공,(미소 지으며) 나도 국어 어렵다고 생각해. 하지만 같이 공부하면 더 잘할 수 있을 것 같아.
,,김유진,"(활기차게) 맞아, 같이 하면 더 재미있고, 집중도 잘 되는 것 같아. 그럼 내가 모르는 단어 좀 물어봐도 될까?"
,,주인공,(긍정적으로) 물론이지. 내가 아는 한 최대한 도와줄게.
,,김유진,(미소 지으며) 정말 고마워! 그럼 이 단어는 무슨 뜻이야?
,,주인공,(생각하며) 이 단어는 '연대감'이라는 뜻이야. 문맥에 맞게 사용해보면 더 쉽게 이해할 수 있을 거야.
,,김유진,(감탄하며) 정말 유익하네! 주인공 씨 덕분에 국어가 좀 더 쉽게 느껴져.
,,주인공,(따뜻하게) 나도 유진 씨 덕분에 수학이 재미있어졌어. 서로 도와가면서 공부하면 더 잘할 수 있을 것 같아.
,,,(김유진과 주인공이 함께 공부를 계속한다.)
,,김유진,(공부를 마치며) 오늘 정말 유익한 시간이었어. 주인공 씨 덕분에 국어가 더 재미있어졌어.
,,주인공,(미소 지으며) 나도 유진 씨 덕분에 수학이 더 쉽게 느껴졌어. 다음에도 같이 공부하자.
,,김유진,(활기차게) 물론이지! 다음에도 같이 공부해서 더 좋은 성적 받자.
,,주인공,"(긍정적으로) 그래, 기대할게. 유진 씨와 함께해서 정말 기뻐."
,,김유진,(미소 지으며) 나도! 그럼 이따가 다 같이 음료수 한 잔 하러 가자. 공부 후엔 시원한 음료가 최고거든.
,,주인공,"(웃으며) 좋아, 그럼 이따가 봐!"
[14:0721:006],,,
,e201,주인공,"(밝게) 안녕, 유진 씨! 여기서 작곡 작업 중이구나?"
,,김유진,"(조용히) 어, 안녕. 오늘은 카페에서 좀 더 편안하게 작곡해보려고 했어. 주인공 씨도 같이 할래?"
,,주인공,(호기심 가득) 좋아! 나도 작곡에 관심이 많아. 어떤 곡을 만들고 있어?
,,김유진,(부드럽게) 요즘 느끼는 감정을 담은 발라드 곡이야. 좀 더 솔직하게 표현해보고 싶어.
,,주인공,(긍정적으로) 멋지다! 유진 씨가 만든 곡은 항상 감동적이야. 어려운 점은 없었어?
,,김유진,(미소 지으며) 고마워. 가끔 어떻게 멜로디를 구성해야 할지 고민이 돼. 주인공 씨의 의견도 들어보고 싶어.
,,주인공,(따뜻하게) 물론이지! 내가 느끼는 감정을 이야기해볼게. 그걸 곡에 녹여보는 건 어때?
,,김유진,(살짝 웃으며) 좋은 생각이야. 주인공 씨의 이야기를 들어보고 싶어.
,,,"(주인공이 김유진에게 자신의 감정을 이야기하고, 김유진은 그 이야기를 곡으로 표현한다.)"
,,주인공,(생각하며) 나는 사랑과 우정이 교차하는 순간을 중요하게 생각해. 그 감정을 담아서 멜로디를 만들어보면 어떨까?
,,김유진,"(고개를 끄덕이며) 그래, 그 감정을 담아서 이렇게 만들어볼게. (노트북에 멜로디를 입력하며) 사랑과 우정이 교차하는 순간의 느낌을..."
,,주인공,"(미소 지으며) 유진 씨, 정말 멋진 곡이 될 것 같아. 함께 작업하니 더 즐거워."
,,김유진,(감사한 마음으로) 나도 주인공 씨와 함께 작업해서 정말 기뻐. 좋은 곡을 만들 수 있을 것 같아.
,,주인공,(따뜻하게) 유진 씨는 정말 잘할 수 있어. 앞으로도 계속 응원할게. 화이팅!
,,김유진,"(조용히) 고마워, 주인공 씨. 네 덕분에 힘이 나. 우리 함께 좋은 곡 만들어보자."
[15:0723:009],,,
